ht_type,label,k,rep,set_mops,fill,capacity,fill_factor,exit,status,log
8,dramhit,25,1,1605,1312661553,2147483648,0.611256,0,ok,dramhit_ht8_k25_r1_20260915-190131.log
8,dramhit,25,2,1609,1312661553,2147483648,0.611256,0,ok,dramhit_ht8_k25_r2_20260915-190131.log
8,dramhit,25,3,1610,1312661553,2147483648,0.611256,0,ok,dramhit_ht8_k25_r3_20260915-190131.log
8,dramhit,25,4,1604,1312661553,2147483648,0.611256,0,ok,dramhit_ht8_k25_r4_20260915-190131.log
8,dramhit,25,5,1609,1312661553,2147483648,0.611256,0,ok,dramhit_ht8_k25_r5_20260915-190131.log
8,dramhit,26,1,1598,1348653266,2147483648,0.628016,0,ok,dramhit_ht8_k26_r1_20260915-190131.log
8,dramhit,26,2,1587,1348653266,2147483648,0.628016,0,ok,dramhit_ht8_k26_r2_20260915-190131.log
8,dramhit,26,3,1597,1348653266,2147483648,0.628016,0,ok,dramhit_ht8_k26_r3_20260915-190131.log
8,dramhit,26,4,1588,1348653266,2147483648,0.628016,0,ok,dramhit_ht8_k26_r4_20260915-190131.log
8,dramhit,26,5,1599,1348653266,2147483648,0.628016,0,ok,dramhit_ht8_k26_r5_20260915-190131.log
8,dramhit,27,1,1596,1384192355,2147483648,0.644565,0,ok,dramhit_ht8_k27_r1_20260915-190131.log
8,dramhit,27,2,1596,1384192355,2147483648,0.644565,0,ok,dramhit_ht8_k27_r2_20260915-190131.log
8,dramhit,27,3,1585,1384192355,2147483648,0.644565,0,ok,dramhit_ht8_k27_r3_20260915-190131.log
8,dramhit,27,4,1599,1384192355,2147483648,0.644565,0,ok,dramhit_ht8_k27_r4_20260915-190131.log
8,dramhit,27,5,1532,1384192355,2147483648,0.644565,0,ok,dramhit_ht8_k27_r5_20260915-190131.log
8,dramhit,28,1,1585,1419320396,2147483648,0.660923,0,ok,dramhit_ht8_k28_r1_20260915-190131.log
8,dramhit,28,2,1589,1419320396,2147483648,0.660923,0,ok,dramhit_ht8_k28_r2_20260915-190131.log
8,dramhit,28,3,1597,1419320396,2147483648,0.660923,0,ok,dramhit_ht8_k28_r3_20260915-190131.log
8,dramhit,28,4,1581,1419320396,2147483648,0.660923,0,ok,dramhit_ht8_k28_r4_20260915-190131.log
8,dramhit,28,5,1601,1419320396,2147483648,0.660923,0,ok,dramhit_ht8_k28_r5_20260915-190131.log
8,dramhit,29,1,1585,1454075972,2147483648,0.677107,0,ok,dramhit_ht8_k29_r1_20260915-190131.log
8,dramhit,29,2,1577,1454075972,2147483648,0.677107,0,ok,dramhit_ht8_k29_r2_20260915-190131.log
8,dramhit,29,3,1585,1454075972,2147483648,0.677107,0,ok,dramhit_ht8_k29_r3_20260915-190131.log
8,dramhit,29,4,1585,1454075972,2147483648,0.677107,0,ok,dramhit_ht8_k29_r4_20260915-190131.log
8,dramhit,29,5,1539,1454075972,2147483648,0.677107,0,ok,dramhit_ht8_k29_r5_20260915-190131.log
8,dramhit,30,1,1582,1488477239,2147483648,0.693126,0,ok,dramhit_ht8_k30_r1_20260915-190131.log
8,dramhit,30,2,1576,1488477239,2147483648,0.693126,0,ok,dramhit_ht8_k30_r2_20260915-190131.log
8,dramhit,30,3,1578,1488477239,2147483648,0.693126,0,ok,dramhit_ht8_k30_r3_20260915-190131.log
